User_Name,isVerified,DateOfReview,Rating,Review,hasProfanity
Quanira,True,2019-08-05,5.0,The graphics was amazing. It was like a real live wild kingdom. Great movie,False
steve k,True,2019-08-05,5.0,The remake followed the story line of the original Animated Film perfectly. Some of the remakes take too much poetic license and the original version gets lost but not The Lion King. Great Movie!!,False
Anderson2700,True,2019-08-05,5.0,"They nailed Timon, Pumbaa, and Zazu! It was like watching the original movie in real life.",False
Gabriel C,False,2019-08-05,3.5,"Very moderate, I did not like John Oliver's role as Zazu. ",False
Brenda M,True,2019-08-05,5.0,Good story with a good explanation of the Circle of Life.,False
Annette,True,2019-08-05,4.0,I went with my kids and we really liked it.,False
Byron G,True,2019-08-05,3.0,CGI version of the original movie. It was good but nothing extra to bring a little more interest.,False
Edda R,True,2019-08-05,5.0,"loved the movie,the lions looked incredibly real.
Music grate",False
MJay,True,2019-08-05,0.5,"Other than good digital effects, waste of time and money.",False
Shelley,True,2019-08-05,5.0,I loved the original and was very pleased with the remake my grandkids and I loved it,False
,False,2019-08-05,4.0,Fans of the lion king will enjoy this movie. It's what the life like versión of LK would have looked like with real animals. Would have liked to see a few new scenes but overall a great movie. ,False
Rolando A,False,2019-08-05,0.5,Trash. Don't waste your money you will be disappointed. ,False
Jay S,True,2019-08-05,4.0,Too much like original. Was missing a few things from animated version. I did not think as good as animated version.,False
Andrew B,False,2019-08-05,1.0,"Bland; visually striking, yet bland. Characters look as real as can be, and that's a problem for a film that drives itself through emotion. Cartoon lions in 1994 are able to express emotion; happiness, fear, laughter. These look like walking, talking pieces of taxidermy. It's creepy and just felt like watching Disney Nature.",False
Erik B,False,2019-08-07,3.0,"Interesting intermittently with a not very good-looking (quite creepy) CGI and a non-effective screenplay. The Lion King has its own strength in the plot, only. By the way, it passed the time.",False
Marguerite Y,False,2019-08-05,3.5,Having the real animals was outstanding but the same story was boring to me.,False
,False,2019-08-05,2.0,Very lackluster visuals with subpar acting. It felt as if and emotionless actor was rehearsing lines and someone hit record. ,False
EES,True,2019-08-05,3.5,Beyonc as Nala ruined it for me because the singing was too much of trying to be Beyonc rather than sticking to the classic.,False
Danielle,True,2019-08-05,4.5,It was great!  It looked very real and natural with the real life animals talking and singing!,False
Edward H,False,2019-08-05,3.5,It add nothing to the animated version but 1 quick scene but overall the movie was done beatfully,False
Evangeline,True,2019-08-05,5.0,I really liked the real animal view. It made the story more real.,False
CHIQUITA,False,2019-08-05,5.0,"IT WAS AWESOME, I FELT LIKE A CHILD SING HACUNAMATA LOL",False
Janee,True,2019-08-05,4.0,"Its a great movie to begin with so it can't be bad. I, however, prefer the cartoon to the real life version.",False
Cindy P,True,2019-08-05,5.0,Loved the Lion King 2019. It brought back lots of memories of the past.,False
susan,True,2019-08-05,0.5,I thought it was geared more towards adults than children. I took my 2 granddaughters to this show and they fidgeted quite a bit!  Myself...I thoroughly enjoyed the show!,False
kirsta g,True,2019-08-05,4.0,Stayed pretty true to the original. Closest one so far. Kids missed Timon & Pumba dressing up but it's live action. Hyenas needed more personality.,False
Jayme,True,2019-08-05,5.0,It was life-like and beautiful. What a great story!!! It was a wonderful family movie!!,False
Linda G,True,2019-08-05,5.0,Loved this movie !!!!!,False
CATHY R.,True,2019-08-05,4.0,"The live action made it seem more real but also took it to a darker turn. The hyenas were downright vicious. Also, my favorite line from the original was cut from this version.""Simba, you are more than what you have become"".  Wasn't the movie about coming into one's destiny or purpose? Just asking......",False
George G,True,2019-08-05,5.0,Excellent remake with excellent graphics,False
Reb T,False,2019-08-05,3.0,"Good for upcoming kids, great CGI. ",False
carol y,False,2019-08-05,5.0,It was very real and heartwarming,False
David T,True,2019-08-05,4.0,"Very good movie.  This sticks close with the original, but the animation, graphics, and special effects are pretty amazing.  It really looks like real animals acting out their parts of the story.",False
Cassidy,True,2019-08-05,4.0,"I thought it was a great movies dont loved the remake,  but I am a kid of the 90s and I love the Original",False
Joseph,True,2019-08-05,5.0,Great family values for our young children.,False
L. Parks,True,2019-08-05,0.5,Seemed rushed.  They didnt even have scar sing his be prepared song. They had him quote the words to the song.  I wish theyd just quit while theyre ahead.,False
Huub B,False,2019-08-05,3.5,it's good fun. ,False
William,True,2019-08-05,0.5,"Also, I cant for the life of me figure out why everyone gives this soulless by the numbers remake up to five stars. This is not great quality material, people!",False
Laura L,True,2019-08-05,5.0,Love the music and the story,False
,False,2019-08-05,4.5,"Even if mostly it is a carbon copy of the original, it still holds up as being an epic story!",False
Alex A,False,2019-08-05,4.5,It was awesome all the way thru...just didn't like that they missed the part where hyenas are afraid of Mufasa's name... :(,False
Jenicex,True,2019-08-05,4.5,The movie was beautifully made and executed. Songs were great. Did feel like Beyonce was a little much in her songs. My kids loved it!,False
Jennifer,True,2019-08-05,3.5,"Liked: Humorous, touching, cute
Disliked: Singing",False
Tarryn-Lea W,False,2019-08-05,5.0,"It was really, really good it's also the same as the original version of the lion King that has been out for years,

Definitely a great movie for the kids and will be sure to have, the kids of today th falling in love with the same movie we all did as kids ourselves ",False
Google,False,2019-08-05,5.0,"Once I saw the Lion King like this I went home and watched the animated version with my grandson and we never wanted to watch the animated version again.  There is no comparison.  The very best,  We loved it.  Can't wait for it to be on sale on DVD for purchase.",False
,False,2019-08-05,2.0,"I don't understand why they took out so many good things about the original movie. That plus, rushed dialouge, (felt like they (even James Earl Jones!) were reading a script for some of the old good dialouge) too loud music during a couple major dialouge scenes, way too much screen time for the mouse Scar was planning to eat and Simba's hair floating to Rafiki. And how did he know it was Simba's? It had touched water, a giraffe's tongue and dirt; I don't know how it would have still held Simba's scent. And it's just a piece of hair, not his hair all over the grass and flowers like in the original. How did he know who it was just by a look? Nala also recognized Simba way too fast! And though the lions were real-looking and beautiful, it took away from the emotion. Young Simba's crying and yet I see no tears and see no sadness on his face, so it took away from some of the emotional scenes. Minor note but Mufasa roared on the cliff scene. I preferred the original where his scream and roar was combined when Scar clawed him. It was also hard to tell the difference between Sarabi and Nala. A couple minor changes, a couple added lines to Scar and Timon and Pumbaa were good, but nothing spectacular. I couldn't see Mufasa in the sky. With all the special effects, I thought that would have been at least like the original, maybe better. Rafiki calls his stick his old friend, yet we never saw it in the beginning. He wasn't funny and silly, and he kept speaking in a different language which was confusing and not needed. And they took out him hitting Simba on the head! That was needed for Simba to change his mind and had a great moral lesson! And last but not least, they cut Be Prepared, one of the best songs ever made by Disney!! I understand why they did because the original is condescending to the hyena pack and they were a lot creepier and more aggressive in this version. But they could have done the song so much better. They shouldn't have even bothered making it if they were gonna do it like this. No need. Usually Disney does a great job, (like Aladdin. Those changes made sense and it was really live action, real people!) but unfortunately, they didn't live up to the original, not even close. ",False
Dayel,True,2019-08-05,4.5,I loved the music and the animals in the movie.,False
Lala,True,2019-08-05,2.0,"Of course its not going to be like the original, but I just didnt see what all the hype was about. I should have waited until it got to the dollar theater 
But why does the grown Nala sound different from everyone else, they should have chosen another to  do the voice.",False
Samantha,True,2019-08-05,5.0,Best recreate of a movie I have ever seen! Can not wait until it comes out on Blue-Ray!,False
Ursula P,True,2019-08-05,5.0,"Great story of course, awesome animation and quality.",False
Laura W,True,2019-08-05,5.0,"It stayed true to the original animated version, which I appreciated.  The singers were great and they kept JEJ as Mufasa!  I don't think anyone else could be Mufasa.",False
Deborah S,True,2019-08-05,3.5,My Grandkids loved it,False
LaTona,True,2019-08-05,5.0,It was amazing!! I loved it!! My 18 year old loved it!! It was very well done and it didnt disappoint!!!,False
Kayla L,True,2019-08-05,5.0,"Loved that it was the same dialog as the original unlike a lot of the revised/live action Disney films.  The film was beautifully made and although it was probably computer generated, it really felt like live animals.  A perfect grown up reliving of the original.  LOVED IT!",False
Barbara,True,2019-08-05,5.0,Beautiful cinematography.,False
Miriam N,False,2019-08-05,2.5,"Although the new Lion King movie was nostalgic,  it lacked real enjoyment.  Timon & Pumba were undoubtedly the highlight of the film. Unfortunately,  Queen B's voice didn't translate well and was swallowed whole by Donald Glover's excellent vocals. Young Nala, however had and outstanding performance during ""I just can't wait to be King"".  I was waiting for the same energy as the original,  but left wanting more. I'm glad I saw it but in 3 years I probably won't remember it . To sum it up, meh.... ",False
Jeannette,True,2019-08-05,4.0,Very well done.  Better than the original.,False
Diane C,True,2019-08-05,5.0,"The movie was so well done! Disney sure knows how to do it right. The animals were so realistic. I would highly recommend seeing this movie, young and old.",False
,False,2019-08-05,2.5,Cant think of any improvements to the awesome visuals except it wasn’t any different (or better) than the original. ,False
gabriele g,True,2019-08-05,1.5,"If you aw the play, don't see the movie. It will destroy the happy memories of the play.",False
Jen,True,2019-08-05,5.0,Loved it. They did an amazing job. Would see it again,False
William G,True,2019-08-05,4.5,Animation is excellent.,False
Janin,False,2019-08-05,4.0,"I really liked the movie. The animals looked extremely real, the story line was followed from the original, it was heart warming, funny and sad all into one. The kids loved it as well!",False
Jodi M,True,2019-08-05,5.0,I loved the whole movie!  I also COULD NOT BELIEVE how real the animation and scenery looked!  Followed the original to a tee and such a good story :),False
David,True,2019-08-05,5.0,The movie was great. Lifelike animals and they did a great job of remaking the old movie. We loved it.,False
BBQ man,False,2019-08-05,4.5,Great family movie!!,False
Shawn,True,2019-08-05,5.0,I thought that it followed the original as closely as possible. So enjoyable to watch! Cant wait to see it again!,False
Kate,True,2019-08-05,5.0,It was fantastic!!  Loved it.,False
D,True,2019-08-05,3.0,The original was better,False
Richard,True,2019-08-05,5.0,How closely it resembled the cartoon.,False
Bradley B,True,2019-08-05,2.0,Did not live up to the hype. Voice acting was not the greatest,False
John F,True,2019-08-05,3.0,Left out three iconic lines while including others that were that great.,False
Jessica Thompson,True,2019-08-05,2.5,No where near as good as the first one,False
Donna T,False,2019-08-05,4.0,Beautiful movie!  Final fight scene was wonderful for adults and older kids but very intense and probably too frightening for younger kids.,False
Mac M,True,2019-08-05,4.0,Great remake! Stayed true to the original.,False
Mary Anne,True,2019-08-05,4.0,Music incredible- photography great,False
,False,2019-08-05,3.5,Not as good or exciting as the original but still great music and voice acting!,False
Aulani M,True,2019-08-05,2.5,"It seemed like the voices didnt match the characters. Picture was great, just seemed like something was missing",False
Tom,True,2019-08-05,4.0,"Very well done
Hard to compete with the animated 5 star classic, but excellent none the less.
Amazing to see real animals perform and the computer animation associated with vocalization and action of these characters.",False
Brian,True,2019-08-05,5.0,The remake was just awesome. Loved it,False
Madison K,False,2019-08-05,2.0,"Boring, the songs wherent the greatest, timone and pumba needed more comedy with them! The full movie needed more comedy really. Good animation lacking in everything else",False
Mark D,False,2019-08-05,1.0,I am very dissapointed. Its not even a % of what we have in cartoon. Looks good but thats all. That is just horrible...,False
anthony,True,2019-08-05,3.0,"Visually it’s a beautiful movie, it’s look very close to being realistic it was just when they were talking that it seemed a bit off. The story is classic and never gets old. My only true dislike for the movie was the voice acting. Beyoncé voice pulled me away from the move, her voice is to recognizable and she didn’t try to mask or change it, so every time she had a line it felt like I was listening to Beyoncé and not Nala....it was the same with Seth rogen and the warthog. When it comes to CGI and animation I think it’s important to have a voice that’s not recognizable because you start to reference the voice to the actual person which ruins the movie or at least have the actor mask or change they’re voice. That is truly the only reason I gave it 3 stars because everything else was great.",False
Attabeecee,True,2019-08-05,4.0,Quite a few scenes were super dramatic but other than that it was a great movie,False
Anthony J. G,True,2019-08-05,4.5,"We liked the movie. However, I think the ""fight"" towards the end of of the movie was very dramatic for 7 & 8 years old. But, that's my opinion only.",False
Phu N,False,2019-08-05,4.0,"As a recreation of the original movie it worked. The score by Hans Zimmer was as brilliant as all his other works and the casting was for the most part flawless. However it lacked the passion, the heart and to an extent the wonder that made the original movie such a timeless Disney classic. The restraint was particularly evident in the iconic songs such as ""I just can't wait to be king"" which was missing the fanfare, flair and carefree attitude of the original",False
Jesse,True,2019-08-05,2.0,"My all time favorite animated movie (original).  Thought the new movie would be an addition to the original one but with modern day animation.  So, I enjoyed it but very disappointed",False
Google,True,2019-08-05,0.5,No one in the theater could even take this movie seriously. The big death scene was laughed at even my mother looked at me fifteen minutes in and was ready to walk out. I was so excited to see this movie as it was my favorite as a child but I was seriously disappointed. Im sure there was a right way to do this movie but this wasnt it.,False
Ado,True,2019-08-05,4.0,Amazing graphics and soundtrack. A must-see for the a new generation of Lion King fans. All too familiar for the older viewers with few new additions to the original movie.,False
PG,True,2019-08-05,5.0,"I was just blown away at how real it seemed, had to keep reminding myself that someone with talent put that all on the screen to be believable!",False
Rocky87,True,2019-08-05,4.5,Overall the movie was a homer in for me. They where true to the story line for the majority of the movie and all the really memorable parts where accurate with a slight twist to keep them fresh. It connected with me today just as much as it did when I saw it as a kid which is . Happy to relive a childhood classic! Ready for part II already!,False
Antoniya,True,2019-08-05,2.0,"Good story, 3D was not good. The original animation was great. This movie did not have culminations just kept going. Disappointing",False
Erin N,True,2019-08-05,5.0,This was amazing! Beautifully done. Like seeing it for the first time all over again.,False
michelle,True,2019-08-05,4.0,Just as cute as the first.  My 8 year old son loved it.,False
Reginald,True,2019-08-05,5.0,it was great reminded me of when i was a kid and  saw the original with my mom and dad now i have my own family and took my daughter to see this just perfect.,False
Nate,True,2019-08-05,4.0,"Still like the original better, but this was good.too",False
debbie r,True,2019-08-05,3.0,I watch the cartoon version so many times that truth be known as I like it better,False
Brenda,True,2019-08-05,1.0,They took away the best parts,False
Solaman H,False,2019-08-05,2.0,"I couldnt help but play the original in my head the entire time I watched this movie. The raw emotion, composition, and voice acting was simply lost inside some photorealistic portayal of beloved characters. It was honestly painful to watch because of it.

That being said, no reason you cant enjoy it as its own thing.",False
Anda I,False,2019-08-05,3.0,"Pretty decent re-imagining... 
compare to the original version, it felt somewhat soulless... something is missing. 
",False
Ruben G,True,2019-08-05,5.0,It was very well done and is no different than the original movie.  Its a fantastic movie.,False
Kyle,True,2019-08-05,4.0,Was very happy with movie but thought there could be a little more music with the song.,False
lamar,True,2019-08-05,2.5,They should’ve followed the cartoon story line line for line and changed too much this use to be my favorite movie now I wouldn’t watch again,False
DonnaMarie,True,2019-08-05,5.0,Wonderful Family Movie,False
Dorisene B,True,2019-08-05,5.0,"Loved it! True to the original and I love the fact that James Earl Jones was able to re-create his role as Mustafa! 
Excellent!",False
Jose J,False,2019-08-05,0.5,it was terrible the voice actors had no feeling It sounded very monotone they altered a few things which i didn't appreciate and seth rogan could have done better if he didn't give a  speech about bullies they should have kept the script the same almost walked out of the theater but didn't cause i was with my neice,False
B R Tow,True,2019-08-05,1.0,"Just not good.  Not as good as the first time, and nothing new to be exciting.  the actors were lacking and it was too long",False
Gabriel V,False,2019-08-05,3.5,"I have to say I was never a big fan of the original - I liked and appreciated the film but it wasn't something that I really loved. Having that in mind I wasn't, like most, particularly excited about this remake nor was I expecting anything extraordinary. And I would be lying if I said I wasn't entertained. Yes, the story is completely recycled from the 1994 original almost shot-for-shot but that wasn't a big problem for me. I would recommend seeing this film if only to witness the stunning CGI on display here. It's genuinely photorealistic -  I might as well had been watching a Nat Geo documentary in that theater. I also have to mention the voice work of Billy Eichner and Seth Rogen as Timon & Pumba. The stars of this movie as far as I'm concerned. Perfect casting. The jokes never fall flat and I found myself truly laughing on more than one occasion. Donald Glover suprisingly delivers an underwhelming performance as adult Simba. Almost emotionless most of the time. I was also glad to hear James Earl Jones as Mufasa once again, always great in his iconic role. However, the pacing of the movie felt a bit off, almost as if it was rushed. That made me feel a bit detached from the story and I found myself not really caring much about the characters nor was the ending as cathartic as in the original. It's a 3.5 for me.",False
Anthony A,False,2019-08-05,5.0,Great movie.  I mostly forgot what the original Lion King was but they did an excellent job with the newest one.  Well-balanced and highly relatable.,False
,False,2019-08-05,5.0,Hi like Lion king Because is more fun . make you sing to the music. Lion king Children can learning to spin. Time With there parents. Lion king teaches People to have friends. Lion king teaches people to Joy nature. Benjvollrath ,False
Madeline,True,2019-08-05,2.5,I enjoyed original animated better.,False
Fabian,True,2019-08-05,2.0,"Im old school and would much rather watch the animated version, this new version lacks a lot of good ol Disney...",False
Jules,True,2019-08-05,5.0,Amazing.  Very creative. Beautiful music.,False
Kent B,False,2019-08-05,5.0,I loved this movie!!!,False
Sabrina,True,2019-08-05,5.0,Totally loved this movie all over again!!!,False
Alex M,False,2019-08-05,4.5,"If this movie was very different from the original, no doubt that people would have complained. The visuals are stunning and the story is... the Lion King! Just a few changes which were in my opinion very welcomed!",False
Megan,True,2019-08-05,5.0,Really good funny entertaining them upset that they left out some parts of the original but what are you gonna do about remakes,False
Anthony E,True,2019-08-05,5.0,Enjoyed it as much as the first time I saw it with my daughters when they were much younger!,False
Antone S,True,2019-08-05,4.0,Great recreation. Would have liked some different material (like the jungle book did) than the original.,False
Day,True,2019-08-05,5.0,I was totally into it! Very funny and what I expected.,False
Mohamed Attar,True,2019-08-05,5.0,Beautiful movie and great animation.,False
Jose,True,2019-08-05,3.0,Movie was awesome just didn’t beat the original,False
Fast Ed,True,2019-08-05,5.0,"Animation was unbelievable, what an achievement! Disney hit this one way out of the park!",False
mykito209,True,2019-08-05,4.0,"Same as the original, so go see it!",False
Angie,True,2019-08-05,4.0,I really enjoyed this version. The original will always hold a special place in my heart because I watched it a hundred times while my children were growing up. This version was not as colorful as the original and that's what I missed but it was more realistic. I just love looking at the lions because I think they are a beautiful animal.,False
Facebook U,False,2019-08-05,5.0,It was a great Disney movie. My daughter and my whole family loves it. I would definitely see it again.,False
LaChancla-_,True,2019-08-05,0.5,"Original is better, characters have no emotion to it. A lot of scenes were just bad that they replaced from the original.",False
Perfectly Unclear,True,2019-08-05,3.0,"Visually it was stunning. Everything looked so lifelike it was amazing ... Unfortunately, that was also a bit of a problem. The animals were not animated enough with their facial expressions, in fact they had less facial expressions than a live animal. This coupled with the actors chosen who were also less animated in their acting ... This made the film quite boring in comparison to the original cartoon. This one is worth watching the trailer to see how beautiful it is, but Id stick with the original for an entire film.",False
Shirley,True,2019-08-06,5.0,Great family movie. The kids loved it ! Its refreshing to see a clean movie a family can watch together !,False
cb,True,2019-08-05,5.0,Amazing! So lifelike and accurate.,False
thomas j,True,2019-08-05,5.0,"If you loved the original, you will love this too!",False
Beyonce is too extra,True,2019-08-05,3.5,Beyonce is the only thing bad about this movie.,False
John Smith,True,2019-08-05,3.0,"Preferred animated version,  humor was more prevalent.  Would not take small children to see this version. Too much violence and the hyenas are terrifying.",False
ANIMATED FILM BETTER!!!,True,2019-08-05,1.0,"i would recommend if your kids havent seen the lion king whatsoever, rent the ORIGINAL ANIMATED LION KING. i felt like the actors were not trying unlike the animated film. it was just completely dull.",False
Lisa,True,2019-08-05,3.0,Was ok. Original was WAY better!! Didnt like the changes (although minor) they made. They shouldnt have messed with this one!!,False
Vilee Herron,True,2019-08-05,5.0,Excellent Remake....,False
Carrie,True,2019-08-05,5.0,A classic with a new look! Loved the remake.,False
Abbey J,True,2019-08-05,3.5,They took out certain scenes from original anime. Like rafiki hitting sings over the head with his stick. And zazu getting eaten by scar. Im sure theres more i missed. But it was ok.,False
henrietta,True,2019-08-05,2.0,It was not bad just some of the music was slow,False
Jojo,True,2019-08-05,2.0,The movie kept out some of the funniest parts. Timon and Pumba were the only characters that made the movie worth watching. The Lion King is one of my favorite movies and I'm sad to say I will not watch this one again. The characters voices were too weak and not fierce enough.,False
Barbara C.,True,2019-08-05,5.0,It was just as good as the original. The animals were magnificent! I took my daughter who is 27 and the two of us cried through most of the movie. The opening scenes and closing scenes with The Circle of Life are just as moving as they were 25 years ago. Mufasa's death seemed to be more gutwretching this time around. The only negative I had was that I missed Whoppi Goldberg and crazy Ed as the hyenas.,False
Andrea,True,2019-08-05,5.0,"I loved it! I would recommend for any age, but especially if you've grown up on The Lion King. Warning: Mufasa's death is even more sad in this movie!",False
Kiah G,False,2019-08-05,2.0,The soundtrack was lovely but there was no emotion in the film. Any emotion from the talented actors was completely lost due to the fact that the lions showed bo no emotion ar all.  The creation of a solely realistic looking movie ensured all the fun and wonder of the original was lost. ,False
carolyn b,True,2019-08-05,5.0,"The technology of the movie was almost more then you could believe was possible. Was beautifully done, loved the music.",False
Kevin Vaughan,True,2019-08-05,5.0,Loved it great movie.,False
Heidi,True,2019-08-05,5.0,Loved being in Africa for two hours! Would highly recommend seeing this movie in 3D,False
Kay,True,2019-08-05,5.0,Followed the story line pretty close! I loved the visual effects!,False
Cerise D,False,2019-08-05,5.0,I am amazed. I dont know how they pulled that together. I would see it again.,False
Erin,False,2019-08-05,5.0,Lon King remake stayed very true to the original but gave it an update. The music and characters were close to the originals,False
Mike,True,2019-08-05,4.5,Only because I loved the original,False
Jeannie Mendiola,False,2019-08-05,5.0,"Loved, cried cheered jumped and laughed all through the movie!!!! Nothing to dislike",False
Yoly,False,2019-08-05,3.0,"Nothing like the original, not as funny or touching.. Too slow",False
Frances H,True,2019-08-05,5.0,Good movie.  The visual effects were great.,False
scott,True,2019-08-05,3.5,not as bad as everyone is saying it is.,False
Sami R,False,2019-08-05,3.0,"The movie is a complete re-telling of the original. If that is all you want then go for it. The animation is GREAT, but having photo-realistic animals does make it difficult to show emotion.",False
Alynn,False,2019-08-05,4.5,A couple slow parts like when Simba was growing up and wandering...same as original.,False
Carol,True,2019-08-05,5.0,I loved the whole movie. There were parts that explained stuff the animated version didn't show. It was definitely  a movie I will see again.,False
Tammy L,True,2019-08-05,5.0,It was a wonderful movie my husband and I felt like we were there . It made it alive and so real !!!,False
Lacey,True,2019-08-05,5.0,I thought they did a great job with this movie.  There was a lot of expectation to match the original and I thought it was great.  The few changes fit in great!!  Can’t wait to buy it when it comes out!,False
APReal,True,2019-08-05,5.0,Loved the animation and songs!,False
Dorothy W,True,2019-08-05,4.5,Nothing. It was fabulous!!,False
princic,True,2019-08-05,4.0,It was good. Exactly like the original but not a cartoon,False
Jennifer F,True,2019-08-05,4.5,"Very good, 1st movie my daughter has ever attended and it was perfect..",False
Mj,True,2019-08-05,4.0,The overall movie atayed with the plot but c ok uld have done ending more grandious and vered a bit from the animated version,False
Jacque,True,2019-08-05,5.0,Excellent remake of the original.,False
AW,False,2019-08-05,2.0,Liked the original better... during the movie my one of my kids asked if they could watch something else on my phone,False
Cynthia G,True,2019-08-05,3.5,"It was an OK remake of the animated Lion King, but it lacked the spunk and fun that the original had. It also seemed somewhat less entertaining. It was still good, but just not as authentic somehow.",True
Terry M,True,2019-08-05,5.0,"Loved it,  they did a great job!!",False
Miriam,True,2019-08-05,5.0,The original was better with much more humor and fun.  The remake was just okay. The animals were great to see but overall it lacked something.  It just wasnt the same.  Some things aren't meant to make over.,False
TJ,True,2019-08-05,5.0,"I loved the original movie and this one as well. It was a new take on a classic and the actors and actresses, musical score and graphics were fantastic. It was refreshing to watch, know what's coming next and join in.",False
Cheryl,True,2019-08-05,5.0,It was awesome all the way through!!,False
,False,2019-08-05,2.0,"Why make the same movie frame by frame and most of the same dialogue of the original? The CGI was great as long as the animals weren’t moving. I enjoyed the few scenes that wasn’t in the original. Overall, the original is the better version. I can compare the two because it was the same movie!! ",False
Deborah N,True,2019-08-05,5.0,Loved it! Better than the first one,False
don,True,2019-08-05,3.0,The original cartoon was better. Nobody in the theater laughed at the jokes. The graphics were awesome.,False
Latoyra,True,2019-08-05,5.0,It’s a classic...so definitely worth paying to see!,False
ronnie034 L,False,2019-08-05,5.0,Loved it!! Great movie!!,False
IE,True,2019-08-05,3.5,"Story wise, this film remained true to the animated feature which is just what I expected it to be.  I thought it was visually stunning and impressive.",False
Cecili N,True,2019-08-05,2.0,I liked the original cartoon version better. My children loved this version though. Maybe Im just an old fart.,True
Mark,True,2019-08-05,3.0,The original was better. The PC points didn't really have a place in the movie either.,False
Derek B,False,2019-08-05,0.5,Disney needs to stop with cash grab live action/photo realistic s#!t and actually make some NEW MOVIES with NEW ORIGINAL IDEAS. Bring back 2D animation for f*&k sake!! ,False
mac,False,2019-08-05,4.5,good remake of a classic. definitely more realistic characters and scenery but the sky looked rushed. voice actors were spot on.,False
sandriux,True,2019-08-05,1.0,Too much singing and a lot of downtime. This movie was boring! it did follow the original movie.,False
Michelle G,False,2019-08-05,3.5,I was not impressed it was okay I could have waited for it to come out on DVD,False
Ken & Davi P,True,2019-08-05,5.0,Best photorealistic CG ever.,False
Carlos R,True,2019-08-05,5.0,Almost an exact copy of original. Awesome,False
Emily,True,2019-08-05,4.5,"Very well done.  Very attentive to small details and I loved the quiet nature moments.  This wasn't a typical boisterous disney affair, yes there were appropriately fast paced moments and definitely some scarier chase and fight scenes, but the quiet moments were not rushed or littered with overacting or gratuitous potty humor..  This was thoughtful and true to the original story. The one major bummer was, for whatever reason, the soundtrack was limited and they left out my all time favorite song, They Live in You. I had to play it on the way home from the theater to make up for its absence.",False
LaVelle,True,2019-08-05,3.0,"overall it was good. I really loved what I believed to be computer generated graphics of the animals, but I was a little bit disappointed with some of the character lines (I was expecting the movie to be exactly like the original, including the lines) I'm not sure if this was geared towards the younger generation or towards the generation of the original movie.",False
JEFFERY W,True,2019-08-05,5.0,I loved it!  The script was just like the animated version.,False
Caden C,False,2019-08-05,3.5,"A good movie from start to finish, the new remake of the Lion King is as good as the original but with a huge leap in CGI! The animation in this movie is breathtaking and the most realistic I've ever seen animals in a movie. The movie has very memorable scenes with gorgeous visuals and sounds. The movie falls short in the second half of the plot in my opinion since the first half was so engaging but that doesn't stop the movie from being a solid film with both amazing cgi and likable characters.",False
KingofCali,True,2019-08-05,3.0,Too many iconic moments changed.,False
AB,True,2019-08-05,5.0,I LOVED IT! It brought me back to my childhood. I loved every minute of it! It’s a definite must go see!,False
Gidd,True,2019-08-05,3.0,"This remake brings the movie more up to date with life-like characters, modern technology, and modern language. Some parts are too violent and dark for young children.",False
Ahmad,True,2019-08-09,3.0,Just a remake of a good movie,False
KimberV,True,2019-08-05,4.0,"I like it, even though I didn't care for some of the changes, it was still a great movie!",False
Alyssa G.,True,2019-08-05,5.0,I absolutely loved everything about the movie! Every review I've seen said it wasn't good and Beyonce wasn't great in it but I find it the exact opposite. Very well done John Favreau! 5 stars from me!,False
Maria,True,2019-08-05,5.0,"I loved every minute of it, the movie took me back to my childhood memories of watching it!",False
Yvette G,True,2019-08-05,4.0,The technology is amazing. And the story is still great 25 years later.,False
joshua s,False,2019-08-05,3.0,Almost the same original movie with so so voice acting (Seth Rogan as Pumba was the high point in voice acting) and neat life like characters.  The songs weren't nearly as good this time around as they butchered some of the songs (especially Be Prepared).  It was a nice remake but felt like it just skipped through the most popular scenes of the original without adding anything fresh.,False
Brandon,True,2019-08-05,4.0,It most definitely didn’t disappoint me I enjoyed it!!!!,False
,False,2019-08-05,1.5,No magic.. some parts were good but overall soo bland... no chemistry besides with Timon and pumba... and I hate that they kept trying to make the movie about Beyonce ,False
Lydia M,True,2019-08-05,1.0,They took out some really pivotal scenes and the acting was underwhelming.,False
,False,2019-08-05,3.5,Good remake of the original ,False
camila,True,2019-08-05,1.0,"It was really boring , not for kids or teens",False
Kathy,True,2019-08-05,3.5,"I liked it but once again I am disappointed that Disney keeps making movies too scary for little children. I used to feel safe taking my children to a movie by Disney but not so anymore. Dont worry about making them good for Adults too, we have enough of those. Please make childrens movies that they will love and feel good about, not scared and have nightmares over.",False
,False,2019-08-05,5.0,I LOVED THIS MOVIE! The animation was amazing where it looked so realistic where music was super and Timon and Pumba were LOL funny.. so worth the see,False
Mediocre,False,2019-08-05,3.0,It deviated away from the original.  My two favorite scenes in the original were deleted.,False
Karen,True,2019-08-05,5.0,I like how realistic the animals were.  The story line is so great!,False
Makenzie,True,2019-08-05,3.0,Original.was better. Seemed dark and not geared towards kids,False
Ismael G,False,2019-08-05,3.5,Not as bad as the original.,False
adam r,False,2019-08-05,5.0,Truly thought that Disney did a great job with this film!! WEll done. ,False
Matthew C,False,2019-08-05,2.0,"There were some catchy one liners and the cg was excelent, but musically that left something to be desired. Nothing reached out and grabbed you by the heartstrings, made you want to sing along, or in general, touched the moments that made the animated movie a classic",False
